编号,姓名,昵称,船票,学分,大区,城市
545,吴勇,吴勇_382,428,1076,华东,济南
546,孙敏,孙敏_105,560,1367,华南,深圳
547,张涛,张涛_211,412,1131,西南,昆明
548,杨芳,杨芳,511,773,东北,哈尔滨
549,杨霞,杨霞_522,385,659,华北,北京
550,杨明,杨明_383,952,1116,华南,广州
551,孙娜,孙娜_935,450,1138,华东,杭州
552,赵芳,赵芳,282,641,华东,南昌
553,吴海Tech,吴海Tech_402,434,843,华北,石家庄
554,陈静,陈静_803,178,1250,华北,呼和浩特
555,朱燕,朱燕_979,439,589,华南,广州
556,孙鹏,孙鹏_568,916,674,华北,天津
557,孙敏,孙敏,266,1413,东北,长春
558,孙霞,孙霞,300,712,华中,南昌
559,罗辉,罗辉,191,1289,华北,呼和浩特
560,林强_Pro,林强_Pro_235,498,627,西北,兰州
561,徐芳,徐芳,615,1487,华东,福州
562,周明2024,周明2024,891,1493,西南,贵阳
563,孙强,孙强_935,210,503,华中,郑州
564,林娜,林娜,965,435,西南,重庆
565,赵鹏,赵鹏_498,950,915,华东,南昌
566,高海,高海_156,484,777,华南,深圳
567,杨军,杨军_121,390,338,东北,沈阳
568,王辉,王辉_778,694,1178,华北,石家庄
569,黄涛,黄涛,464,439,西北,银川
570,罗峰Tech,罗峰Tech,806,398,西北,银川
571,胡静,胡静_249,825,761,华东,南京
572,赵敏2024,赵敏2024,738,1136,华南,广州
573,吴洋,吴洋_944,514,1029,华北,呼和浩特
574,郭鹏DISC,郭鹏DISC,290,1007,华北,天津
575,何霞,何霞_143,406,388,西南,拉萨
576,周杰Tech,周杰Tech_739,291,1304,西北,乌鲁木齐
577,赵燕,赵燕_677,138,1296,华东,福州
578,刘娜,刘娜,528,863,华南,佛山
579,李峰,李峰_350,935,1394,华中,武汉
580,张洋,张洋_966,219,937,华东,济南
581,朱明,朱明,926,1314,西南,成都
582,朱强,朱强_943,766,1366,东北,大连
583,徐丽@AI,徐丽@AI_948,252,1194,华南,珠海
584,张霞,张霞_445,199,1476,华东,合肥
585,张伟,张伟,844,424,西北,西安
586,罗磊,罗磊,338,732,西南,成都
587,朱涛2024,朱涛2024,458,375,东北,大连
588,李燕@AI,李燕@AI,862,1207,华南,珠海
589,陈峰@AI,陈峰@AI,951,457,西南,重庆
590,杨明,杨明,961,534,西北,西安
591,高霞_Pro,高霞_Pro_112,608,1423,华中,武汉
592,高军2024,高军2024_101,692,907,西南,成都
593,周静,周静_187,163,1115,华北,太原
594,张伟2024,张伟2024_788,435,1478,西南,拉萨
595,李杰2024,李杰2024_817,156,1384,西南,成都
596,李杰,李杰_843,841,1329,华南,深圳
597,马磊,马磊_705,401,928,西北,兰州
598,马强,马强,835,1406,华南,广州
599,徐海2024,徐海2024_170,305,866,华北,太原
600,罗磊,罗磊,295,1296,华北,石家庄
601,郭静@AI,郭静@AI_633,647,845,西北,西安
602,胡静,胡静_453,174,744,华中,郑州
603,徐霞,徐霞_750,678,778,西北,西安
604,杨燕_Pro,杨燕_Pro_798,751,1433,西南,成都
605,孙强,孙强,729,1166,华北,北京
606,刘伟,刘伟_306,114,320,西北,乌鲁木齐
607,刘强,刘强_343,515,399,西北,兰州
608,王丽Tech,王丽Tech_281,643,1282,东北,哈尔滨
609,周燕,周燕,195,785,东北,长春
610,朱燕,朱燕_830,481,1411,西南,贵阳
611,胡磊,胡磊,985,1366,华中,武汉
612,徐芳,徐芳_754,916,1046,华东,南昌
613,吴辉Tech,吴辉Tech,153,759,华北,呼和浩特
614,高霞,高霞_400,117,1002,西北,西安
615,何丽,何丽_889,977,347,东北,长春
616,杨军Tech,杨军Tech,118,1189,华南,广州
617,高涛,高涛,281,1457,西南,贵阳
618,孙辉,孙辉_236,137,1234,华中,武汉
619,赵强,赵强_458,682,1048,西南,成都
620,黄杰,黄杰_216,345,952,西南,重庆
621,何燕,何燕_331,651,418,华中,郑州
622,张伟,张伟,865,997,东北,长春
623,朱军DISC,朱军DISC,457,1097,华中,武汉
624,林伟_Pro,林伟_Pro_400,263,404,西南,昆明
625,郭明_Pro,郭明_Pro,859,949,西南,贵阳
626,吴勇,吴勇_160,666,412,华中,南昌
627,高磊,高磊_266,629,1428,西北,兰州
628,高燕,高燕,252,1481,华北,石家庄
629,吴娜,吴娜,371,336,华东,南京
630,张敏Tech,张敏Tech_699,399,738,华南,珠海
631,林涛_Pro,林涛_Pro,105,1377,华北,太原
632,胡辉,胡辉,372,1173,东北,长春
633,陈涛_Pro,陈涛_Pro,544,1195,东北,沈阳
634,张军,张军,171,993,西北,兰州
635,杨丽,杨丽,563,586,西北,银川
636,刘海,刘海,300,1196,华北,北京
637,胡勇@AI,胡勇@AI,675,1138,东北,沈阳
638,罗涛,罗涛_799,639,815,西北,西宁
639,马敏,马敏_451,973,1485,华南,海口
640,郭伟2024,郭伟2024,391,1118,西北,西宁
641,王霞,王霞,481,1365,华东,福州
642,郭辉,郭辉_254,996,889,华东,合肥
643,罗娜_Pro,罗娜_Pro,532,375,华南,海口
644,胡娜,胡娜_907,125,524,西北,乌鲁木齐
645,刘芳Tech,刘芳Tech_275,582,1311,华南,佛山
646,何洋,何洋_678,745,1257,西北,乌鲁木齐
647,吴强,吴强,646,676,西南,拉萨
648,高鹏,高鹏_183,576,444,华中,南昌
649,张涛,张涛,344,1403,西南,昆明
650,李军,李军_133,514,855,西南,重庆
651,高伟,高伟_811,272,329,华中,南昌
652,吴辉,吴辉,830,1137,东北,长春
653,王燕,王燕,989,1051,西南,重庆
654,罗洋2024,罗洋2024_195,738,1157,华东,福州
655,陈敏,陈敏,715,1236,东北,哈尔滨
656,刘军_Pro,刘军_Pro_410,825,456,华南,广州
657,罗霞,罗霞_305,219,1435,华中,南昌
658,刘涛,刘涛_909,100,1318,东北,长春
659,高鹏,高鹏,770,1084,华东,上海
660,罗海_Pro,罗海_Pro,409,1136,华北,太原
661,陈磊DISC,陈磊DISC,731,1157,华中,南昌
662,吴峰Tech,吴峰Tech_773,867,977,华北,太原
663,何丽,何丽,801,842,西南,昆明
664,吴丽,吴丽,844,790,东北,大连
665,周娜2024,周娜2024_417,683,1481,华东,南京
666,孙强,孙强,897,1308,华南,佛山
667,高洋,高洋,206,1274,西南,昆明
668,杨洋DISC,杨洋DISC,159,475,东北,长春
669,郭军,郭军_953,724,914,华东,上海
670,徐峰,徐峰,934,1101,西南,成都
671,王燕,王燕_678,233,883,西北,西宁
672,杨芳,杨芳,626,623,东北,大连
673,朱辉,朱辉_676,388,621,西南,成都
674,高勇@AI,高勇@AI_117,631,457,东北,沈阳
675,罗静,罗静_563,431,613,华东,上海
676,吴磊,吴磊_860,732,1444,西南,成都
677,高涛2024,高涛2024,450,760,西北,西安
678,徐强DISC,徐强DISC_550,468,865,华中,南昌
679,张霞,张霞_870,501,1389,华南,珠海
680,朱明,朱明,176,908,东北,长春
681,刘强,刘强,755,501,华东,南京
682,胡勇,胡勇,678,861,东北,大连
683,胡娜DISC,胡娜DISC,362,739,华中,南昌
684,郭伟,郭伟_953,911,656,西南,昆明
685,罗敏,罗敏,756,647,华南,南宁
686,朱军,朱军,502,609,东北,哈尔滨
687,赵燕Tech,赵燕Tech,814,616,东北,长春
688,马峰,马峰,517,518,华南,广州
689,高鹏,高鹏_948,363,607,华北,石家庄
690,杨勇,杨勇_262,814,1401,华南,海口
691,林霞,林霞_611,832,824,华北,呼和浩特
692,罗洋DISC,罗洋DISC,930,700,华中,长沙
693,杨芳,杨芳,271,655,华北,呼和浩特
694,林燕DISC,林燕DISC_504,441,956,东北,沈阳
695,黄磊,黄磊,123,337,东北,哈尔滨
696,林洋,林洋,677,873,西南,拉萨
697,何燕,何燕_944,655,699,华东,南昌
698,孙燕_Pro,孙燕_Pro,406,1484,华北,天津
699,赵峰,赵峰_300,971,377,华东,杭州
700,陈辉,陈辉,589,670,东北,长春
701,林丽,林丽,533,1094,华北,天津
702,赵芳,赵芳_621,119,948,华中,郑州
703,朱燕Tech,朱燕Tech,186,1055,华中,长沙
704,林霞,林霞_303,638,343,东北,大连
705,陈静,陈静,767,408,东北,大连
706,何海,何海_868,601,1488,西北,银川
707,林辉,林辉_102,373,1010,华南,珠海
708,张峰,张峰_864,302,1103,华东,南昌
709,王霞,王霞_225,404,630,华南,深圳
710,马杰,马杰_375,194,690,西南,昆明
711,马霞Tech,马霞Tech_712,243,417,西南,拉萨
712,刘鹏,刘鹏,427,1218,西南,重庆
713,高涛,高涛,978,1441,华北,太原
714,马峰,马峰,429,1279,东北,大连
715,吴强Tech,吴强Tech_451,790,1075,西南,成都
716,陈涛DISC,陈涛DISC,404,1155,西南,贵阳
717,何峰,何峰_658,574,1419,华东,济南
718,胡鹏,胡鹏,174,1246,西北,西宁
719,黄洋,黄洋,498,400,华南,珠海
720,林强DISC,林强DISC_376,130,905,西北,银川
721,马磊,马磊_939,577,963,东北,长春
722,高军,高军,529,833,华东,福州
723,林强,林强,929,350,东北,哈尔滨
724,高静DISC,高静DISC,255,667,东北,沈阳
725,孙丽,孙丽_614,219,472,东北,沈阳
726,周勇,周勇_134,328,750,华南,南宁
727,张伟,张伟,933,576,华南,海口
728,高鹏DISC,高鹏DISC,607,966,华北,北京
729,黄明@AI,黄明@AI,524,350,华南,广州
730,黄霞Tech,黄霞Tech_997,795,1020,华东,杭州
731,黄磊Tech,黄磊Tech_227,753,1492,西南,重庆
732,何静,何静,359,367,华中,南昌
733,罗峰,罗峰,630,726,华中,南昌
734,何鹏,何鹏_542,659,1410,东北,沈阳
735,杨敏,杨敏,509,1104,东北,哈尔滨
736,张丽Tech,张丽Tech_974,513,750,东北,沈阳
737,周杰_Pro,周杰_Pro,198,1433,西南,贵阳
738,赵芳,赵芳,286,809,华东,合肥
739,郭霞,郭霞_787,186,1209,东北,哈尔滨
740,杨娜DISC,杨娜DISC_480,301,376,西南,成都
741,刘燕,刘燕_393,591,1022,西南,贵阳
742,刘杰,刘杰,869,890,华东,南京
743,吴敏,吴敏,357,432,西南,重庆
744,杨杰_Pro,杨杰_Pro_593,842,320,西北,乌鲁木齐
745,林强,林强_995,262,831,华南,南宁
746,林军2024,林军2024_643,105,1147,西北,西宁
747,陈静2024,陈静2024_906,981,1147,东北,长春
748,高峰,高峰_345,855,369,华中,长沙
749,张鹏DISC,张鹏DISC_915,584,978,西南,成都
750,吴杰,吴杰_138,162,1032,东北,大连
751,孙伟,孙伟,549,568,华北,呼和浩特
752,胡杰Tech,胡杰Tech,765,322,华东,杭州
753,孙勇,孙勇,499,1374,华中,南昌
754,朱芳DISC,朱芳DISC_396,905,634,华中,郑州
755,徐峰,徐峰_628,981,1089,东北,长春
756,黄娜,黄娜_619,989,371,西南,贵阳
757,高伟2024,高伟2024_550,502,1120,华南,珠海
758,陈娜,陈娜_285,818,1038,华北,天津
759,赵勇,赵勇_901,600,1380,西南,昆明
760,张洋,张洋,664,684,西南,贵阳
761,李勇,李勇,363,451,华北,天津
762,黄磊@AI,黄磊@AI,273,901,东北,大连
763,胡娜,胡娜_596,469,1199,华东,南京
764,刘芳,刘芳,295,307,东北,大连
765,高燕,高燕,579,301,西南,拉萨
766,何磊,何磊_359,391,851,华北,石家庄
767,何静,何静_652,657,657,西南,成都
768,赵洋@AI,赵洋@AI,281,1339,西北,西宁
769,罗明@AI,罗明@AI_697,871,1104,西北,兰州
770,罗娜,罗娜_789,731,786,华北,北京
771,罗磊_Pro,罗磊_Pro,293,1452,华南,佛山
772,周明,周明_618,569,1264,西南,贵阳
773,周燕,周燕_799,571,624,华北,呼和浩特
774,李涛@AI,李涛@AI_787,524,1347,华北,北京
775,胡峰,胡峰,241,1079,东北,大连
776,王霞,王霞,698,583,西北,兰州
777,赵磊@AI,赵磊@AI_839,862,449,华东,南昌
778,高娜,高娜_239,916,868,华中,南昌
779,孙辉,孙辉,592,431,华南,深圳
780,朱静_Pro,朱静_Pro,616,1077,华南,海口
781,吴峰Tech,吴峰Tech,144,759,西南,拉萨
782,何明_Pro,何明_Pro,925,415,华中,南昌
783,马强,马强,168,721,西南,贵阳
784,王芳,王芳_385,225,679,西北,乌鲁木齐
785,李杰2024,李杰2024_526,482,989,华中,南昌
786,孙鹏,孙鹏_252,834,1273,西北,西宁
787,杨芳,杨芳_260,159,1026,华东,福州
788,朱军,朱军,327,914,华北,太原
789,陈丽,陈丽,993,632,华中,郑州
790,徐鹏2024,徐鹏2024_630,465,550,华北,太原
791,林鹏,林鹏,957,1338,西北,西安
792,黄敏,黄敏_424,673,1352,华东,南昌
793,周敏,周敏,636,1308,华中,南昌
794,郭洋,郭洋,796,771,东北,哈尔滨
795,徐芳,徐芳_515,681,529,华东,杭州
796,高磊@AI,高磊@AI,651,830,华东,南京
797,赵霞,赵霞_453,399,1445,西北,西宁
798,王峰,王峰,621,992,华东,南昌
799,杨明,杨明,916,1466,西南,拉萨
800,何敏,何敏_824,731,677,华东,南昌
801,何海,何海,595,953,华南,珠海
802,徐娜,徐娜_111,391,587,华南,南宁
803,何静2024,何静2024,490,431,西北,西安
804,徐伟,徐伟,210,1389,华北,石家庄
805,郭静2024,郭静2024,620,354,西南,成都
806,高峰,高峰_552,719,1059,华东,杭州
807,罗敏,罗敏_529,584,652,东北,沈阳
808,孙娜DISC,孙娜DISC_318,155,1321,华北,石家庄
809,黄敏_Pro,黄敏_Pro,443,1318,华南,佛山
810,朱洋2024,朱洋2024,750,1227,华北,太原
811,朱伟DISC,朱伟DISC_874,525,1474,东北,哈尔滨
812,刘磊DISC,刘磊DISC_757,920,1073,华北,石家庄
813,周伟DISC,周伟DISC_495,870,1033,华北,太原
814,黄霞,黄霞_519,601,1028,华南,广州
815,刘敏,刘敏_941,208,316,东北,长春
816,何静,何静,304,1416,华北,太原
817,郭杰,郭杰_728,307,1253,华中,长沙
818,罗伟,罗伟_891,306,562,华南,佛山
819,林娜,林娜,784,784,西南,拉萨
820,马鹏,马鹏,633,1122,华南,海口
821,张敏,张敏_164,326,557,西北,西宁
822,何鹏,何鹏,516,665,西北,西宁
823,胡鹏,胡鹏_447,848,978,华北,石家庄
824,张涛2024,张涛2024_300,639,1397,华东,上海
825,杨洋,杨洋_451,532,493,华南,佛山
826,杨燕,杨燕,747,672,华中,长沙
827,罗勇,罗勇,417,1319,西北,乌鲁木齐
828,刘勇@AI,刘勇@AI,608,982,西北,兰州
829,黄峰,黄峰_103,760,904,东北,长春
830,杨磊,杨磊,664,573,东北,哈尔滨
831,赵燕DISC,赵燕DISC_536,202,998,华北,太原
832,林杰Tech,林杰Tech_775,848,659,华中,长沙
833,周磊,周磊_302,989,1052,华北,石家庄
834,张杰,张杰_915,292,636,华南,佛山
835,马勇,马勇_778,787,419,华南,佛山
836,郭娜DISC,郭娜DISC,120,748,华北,呼和浩特
837,孙敏@AI,孙敏@AI,309,942,西南,昆明
838,黄峰DISC,黄峰DISC_954,425,359,西南,重庆
839,徐鹏,徐鹏,226,915,华东,合肥
840,李涛,李涛_178,927,1405,华中,长沙
841,马明,马明,491,1265,东北,长春
842,黄峰,黄峰,841,712,西南,贵阳
843,张燕@AI,张燕@AI_825,521,1482,西北,兰州
844,王燕,王燕,624,1400,西北,银川
845,赵涛Tech,赵涛Tech_276,985,1406,华中,长沙
846,郭霞,郭霞_436,786,936,华东,杭州
847,郭明,郭明_937,633,891,西北,西安
848,张燕,张燕_899,639,342,华东,杭州
849,罗军,罗军,686,781,华南,广州
850,林军,林军,481,1474,东北,哈尔滨
851,李娜,李娜,105,741,华东,杭州
852,陈娜,陈娜_263,287,1451,西北,银川
853,胡明,胡明_659,190,1170,华中,武汉
854,郭静,郭静_305,296,543,华东,上海
855,刘海,刘海_414,620,788,华南,南宁
856,朱峰,朱峰,902,775,华中,南昌
857,高勇,高勇,788,1231,华南,珠海
858,林洋Tech,林洋Tech,894,1203,华南,海口
859,何杰DISC,何杰DISC,743,302,华南,珠海
860,吴芳,吴芳,708,431,西北,西安
861,孙燕,孙燕,127,535,华东,南京
862,孙军Tech,孙军Tech_533,187,1459,华南,珠海
863,徐明,徐明,747,936,华南,珠海
864,王丽,王丽,659,1210,西南,成都
865,刘涛@AI,刘涛@AI_793,554,653,西南,拉萨
866,高海DISC,高海DISC,911,1142,华南,深圳
867,刘丽,刘丽,569,335,华东,福州
868,赵静,赵静_482,120,430,华北,太原
869,朱军,朱军,496,1472,华东,济南
870,何霞,何霞_838,693,850,华中,武汉
871,胡辉,胡辉,298,951,西南,贵阳
872,刘杰,刘杰_717,902,1174,华北,呼和浩特
873,林磊,林磊_108,351,727,华中,武汉
874,周娜_Pro,周娜_Pro,159,926,东北,哈尔滨
875,胡芳DISC,胡芳DISC,116,1335,华南,珠海
876,张杰Tech,张杰Tech_301,741,426,华东,上海
877,王海,王海,474,1483,西北,西宁
878,胡杰,胡杰,629,1405,华中,南昌
879,何峰,何峰_662,769,1042,华北,太原
880,王海,王海,973,1399,华中,长沙
881,胡勇,胡勇,742,812,华东,福州
882,张敏,张敏_375,372,509,西南,昆明
883,胡静,胡静,298,1190,西南,成都
884,周强,周强,726,1485,华南,南宁
885,李明,李明,225,735,华中,武汉
886,刘杰,刘杰,1000,602,华中,长沙
887,杨军,杨军,505,349,华中,南昌
888,陈丽,陈丽,615,310,华南,珠海
889,张霞_Pro,张霞_Pro,954,1236,华北,呼和浩特
890,马敏,马敏,866,1377,东北,大连
891,杨辉2024,杨辉2024,834,1268,西南,重庆
892,黄军,黄军_828,225,1474,东北,大连
893,郭明,郭明_262,243,1482,华中,南昌
894,徐勇,徐勇_585,316,631,西北,乌鲁木齐
895,罗丽DISC,罗丽DISC_945,461,753,东北,哈尔滨
896,刘勇,刘勇,962,331,西北,西宁
897,刘军,刘军_113,594,447,华中,长沙
898,徐鹏,徐鹏,167,458,华东,济南
899,徐伟,徐伟_835,806,1200,华中,长沙
900,张燕,张燕,998,1476,华南,海口
901,林洋2024,林洋2024_283,935,950,华东,福州
902,黄敏_Pro,黄敏_Pro_269,962,1253,华中,长沙
903,赵鹏Tech,赵鹏Tech_501,356,1002,西北,银川
904,郭燕Tech,郭燕Tech_138,655,317,西北,兰州
905,黄军,黄军,689,1336,华南,佛山
906,王明,王明,533,492,华南,广州
907,朱强DISC,朱强DISC_142,135,973,西北,西宁
908,何敏,何敏,713,1418,华南,深圳
909,罗静,罗静,656,305,华南,珠海
910,赵涛,赵涛,839,1155,华南,海口
911,张军@AI,张军@AI,268,1470,华北,石家庄
912,孙伟,孙伟,475,1287,西南,成都
913,吴峰,吴峰_534,244,648,东北,沈阳
914,郭娜Tech,郭娜Tech_809,304,616,华中,武汉
915,林伟,林伟,707,686,华东,南昌
916,杨静,杨静,263,1197,华中,武汉
917,王燕_Pro,王燕_Pro_257,919,660,华中,南昌
918,徐辉,徐辉,813,676,西北,西安
919,黄伟DISC,黄伟DISC_400,264,1451,东北,大连
920,张静,张静_989,809,598,华中,郑州
921,赵丽@AI,赵丽@AI,624,1170,东北,沈阳
922,何静,何静_631,599,1223,华东,南京
923,王芳DISC,王芳DISC_398,839,967,西北,西宁
924,陈芳,陈芳,600,1067,华东,南京
925,杨军@AI,杨军@AI,690,636,东北,哈尔滨
926,胡峰,胡峰_105,404,1328,华中,南昌
927,赵军,赵军,730,1496,东北,哈尔滨
928,孙芳,孙芳,825,838,华北,太原
929,周燕,周燕,887,1375,东北,哈尔滨
930,罗明,罗明,565,1479,华东,杭州
931,吴敏,吴敏,586,390,华南,海口
932,孙丽,孙丽,711,866,华南,深圳
933,周娜,周娜_674,276,1377,华东,济南
934,林霞@AI,林霞@AI_438,198,617,华中,郑州
935,何杰2024,何杰2024,340,1150,东北,沈阳
936,胡明@AI,胡明@AI,846,1318,东北,大连
937,罗强@AI,罗强@AI,467,907,东北,长春
938,林强DISC,林强DISC_651,785,1464,东北,哈尔滨
939,王涛,王涛_850,770,1416,华东,合肥
940,吴勇,吴勇_524,556,1074,西南,昆明
941,马伟,马伟,749,502,华中,武汉
942,陈明,陈明_629,798,557,华中,南昌
943,郭杰,郭杰_107,602,1323,西北,兰州
944,罗丽DISC,罗丽DISC,392,703,华中,武汉
945,朱涛DISC,朱涛DISC,460,768,华中,郑州
946,何勇,何勇_288,143,937,西北,银川
947,张伟,张伟_507,709,938,西南,昆明
948,朱明,朱明_502,988,1425,华南,深圳
949,陈鹏,陈鹏_380,224,679,华北,石家庄
950,刘燕@AI,刘燕@AI,240,1206,华东,南昌
951,李辉,李辉,801,1196,华南,南宁
952,林磊,林磊,186,1450,华东,合肥
953,郭洋_Pro,郭洋_Pro_456,621,443,西北,西宁
954,何伟,何伟,122,970,东北,沈阳
955,高燕,高燕,654,394,华中,长沙
956,高洋,高洋_364,345,321,西南,贵阳
957,何峰,何峰_709,735,1062,西南,拉萨
958,陈辉,陈辉,134,784,华北,呼和浩特
959,吴磊Tech,吴磊Tech,256,1067,东北,沈阳
960,黄勇,黄勇,265,556,西南,重庆
961,黄洋@AI,黄洋@AI,506,1252,西北,兰州
962,郭敏,郭敏,413,649,华东,福州
963,刘燕,刘燕_560,750,626,西南,拉萨
964,孙峰,孙峰,552,886,华中,武汉
965,高磊,高磊,869,1368,西北,兰州
966,徐静Tech,徐静Tech,341,1212,西北,兰州
967,吴军,吴军,816,446,华中,长沙
968,郭娜2024,郭娜2024_439,315,1357,华中,郑州
